127924	S	5.01046	7.78	0.11
127925	S	5.01052	7.86	0.09
127927	S	5.01054	7.58	0.10
127928	S	5.01742	4.18	0.10
127930	S	5.00644	3.74	0.24
127931	S	5.00659	3.33	0.10
127932	S	5.02050	3.85	0.09
127933	S	5.01525	6.10	0.12
127950	C	4.99850	3.44	0.17
127951	C	4.99852	3.46	0.08
127955	C	4.99858	3.17	0.10
127956	S	5.01526	5.96	0.26
127957	S	5.01529	5.96	0.26
127958	S	5.01525	5.89	0.18
127959	S	5.00848	4.58	0.13
127961	S	5.02056	3.68	0.11
127962	S	5.01371	8.19	0.13
127963	S	5.01038	7.43	0.15
