121339 1877 0.276534 0.241707 0.671334 0.452029 5.69899
121340 3180 0.274703 0.24055 0.665355 0.445137 5.62987
121343 2140 0.274415 0.241068 0.66485 0.446602 5.65748
121344 3319 0.27991 0.240691 0.664509 0.450829 5.59355
121346 3785 0.272619 0.23897 0.660876 0.443567 5.6539
121347 2920 0.273988 0.240402 0.661672 0.44415 5.65788
121348 5536 0.278438 0.24222 0.662952 0.448455 5.57352
121349 12113 0.275391 0.242691 0.658372 0.443452 5.57591
121361 6651 0.274321 0.242505 0.669955 0.447561 5.69794
121362 3259 0.275168 0.241142 0.665701 0.446675 5.64376
121365 11435 0.277297 0.244242 0.665231 0.448093 5.65273
121369 8405 0.27485 0.242328 0.667446 0.448404 5.70791
121370 12567 0.275375 0.239862 0.663019 0.447235 5.62521
121373 5112 0.274271 0.240782 0.668768 0.448826 5.69092
121374 8222 0.275686 0.244592 0.66989 0.449872 5.69253
121375 7293 0.269582 0.23854 0.666349 0.444218 5.72371
121378 5248 0.279255 0.245636 0.669294 0.452357 5.66216
121379 6827 0.277447 0.242592 0.667312 0.449304 5.6735
121381 14825 0.272974 0.240942 0.665404 0.446437 5.67669
121382 2725 0.277704 0.240995 0.660737 0.447814 5.57211
121384 6072 0.273564 0.239736 0.66455 0.447169 5.68511
121385 15127 0.272425 0.24066 0.666818 0.447294 5.70054
121387 15841 0.27615 0.24232 0.668449 0.450055 5.69465
121390 13131 0.274189 0.24288 0.668722 0.446904 5.67794
121391 13584 0.277399 0.241103 0.668019 0.450536 5.6674
121394 15187 0.27693 0.241999 0.668392 0.44881 5.65194
121395 14385 0.275598 0.243533 0.667796 0.448184 5.66375
121396 14873 0.274874 0.241304 0.668105 0.447721 5.69414
121397 15276 0.272919 0.240973 0.668665 0.448141 5.72696
121398 14768 0.275301 0.242249 0.667032 0.448088 5.67992
121399 2332 0.270273 0.240575 0.676563 0.452779 5.74271
121400 5412 0.265339 0.233607 0.679879 0.45253 6.00314
121401 6402 0.266837 0.23531 0.680695 0.452797 5.93299
121402 12037 0.268059 0.239242 0.685493 0.458394 5.97317
121406 18229 0.269262 0.238344 0.688975 0.461016 6.01317
121407 16486 0.266138 0.236537 0.683311 0.455239 5.97622
121408 19559 0.267917 0.235905 0.688328 0.46027 6.05414
121409 19180 0.267607 0.23534 0.683674 0.457314 5.97722
121414 9797 0.267459 0.235059 0.680722 0.457154 5.94335
121416 17526 0.267622 0.236339 0.687159 0.459028 6.00525
121418 3137 0.274305 0.236903 0.68504 0.461981 5.86293
121419 14734 0.267885 0.23535 0.686138 0.458155 6.01195
121420 19227 0.267755 0.235912 0.686689 0.458703 6.00094
121421 12027 0.264364 0.23471 0.689394 0.459478 6.07467
121422 9350 0.265402 0.237196 0.685732 0.458819 5.97112
121424 2717 0.265328 0.233726 0.688345 0.460187 6.05778
121425 10667 0.265189 0.235962 0.686466 0.457475 6.03244
121426 8502 0.26602 0.235537 0.685094 0.457339 5.96036
121427 11366 0.267011 0.235827 0.686656 0.459804 5.9729
121428 3252 0.264581 0.236786 0.68955 0.460396 5.93942
121429 14254 0.269709 0.238317 0.687775 0.459479 5.98688
121430 7344 0.266939 0.237737 0.686676 0.45893 6.01934
121432 5476 0.264097 0.236571 0.689551 0.456836 6.04036
121433 11128 0.26476 0.23279 0.684054 0.458549 6.0053
121434 21355 0.265681 0.235494 0.684068 0.456093 5.99377
121435 11480 0.267574 0.234468 0.684513 0.457622 6.02474
121436 15901 0.265889 0.235454 0.682805 0.455204 6.00742
121437 14751 0.269241 0.235691 0.684384 0.460616 5.96841
121441 2516 0.262449 0.234026 0.683972 0.453023 6.02424
121442 5743 0.269626 0.236407 0.683479 0.459404 5.99878
121446 10386 0.267016 0.235051 0.68634 0.458919 5.96871
121448 20502 0.265856 0.235921 0.683478 0.456622 5.98586
121449 20135 0.270017 0.237905 0.686066 0.459015 5.99146
121454 14596 0.268838 0.236485 0.684957 0.458389 5.97349
121456 15729 0.266519 0.238295 0.683228 0.455436 5.96491
121458 17437 0.265925 0.233905 0.684651 0.458482 6.01394
121459 8270 0.27177 0.238108 0.685834 0.460288 5.96989
121474 4044 0.273393 0.240459 0.691065 0.461696 6.023
121476 19658 0.264982 0.235577 0.683351 0.457242 5.99842
121477 17643 0.270664 0.236899 0.689291 0.461802 6.01349
121479 17422 0.269568 0.237477 0.685948 0.458094 5.96235
121480 6838 0.267553 0.236378 0.688126 0.459513 5.98698
121519 14914 0.266896 0.236877 0.691345 0.462634 6.03413
121523 12478 0.267025 0.237552 0.694088 0.462692 6.05802
121525 2460 0.259545 0.230437 0.691246 0.459909 6.03821
121526 13253 0.268216 0.237758 0.6906 0.461671 6.01554
121527 17241 0.268037 0.234962 0.691657 0.464575 6.06972
121528 15747 0.268218 0.236896 0.689882 0.462696 6.02
121529 9444 0.26105 0.233677 0.688581 0.460369 6.04225
121530 16494 0.268343 0.236233 0.689324 0.462249 6.00994
121531 14815 0.264362 0.235746 0.687249 0.458885 6.00182
121534 13735 0.263811 0.236257 0.689585 0.459521 6.05278
121535 17178 0.269746 0.236888 0.690796 0.465868 6.01106
121536 17330 0.26721 0.236683 0.686773 0.460104 5.99169
121539 7749 0.27177 0.237772 0.689774 0.46218 5.93419
121540 17573 0.266622 0.238295 0.68815 0.461321 5.95476
121542 10030 0.264616 0.235946 0.68772 0.460314 6.01705
121543 5841 0.267733 0.235678 0.685775 0.458921 5.99178
121544 17168 0.264754 0.235433 0.689856 0.460385 6.02429
121545 17337 0.266472 0.23646 0.692073 0.462447 6.01615
121547 11820 0.265929 0.236176 0.690416 0.460549 6.0319
121548 17201 0.267988 0.235941 0.690494 0.463085 6.01773
121549 17572 0.267661 0.238289 0.693146 0.464589 6.03187
121550 16993 0.270771 0.23913 0.689882 0.462981 5.96163
121551 16125 0.267624 0.235837 0.688904 0.461691 5.98834
121552 7795 0.268187 0.236067 0.689797 0.464886 6.00077
121553 20796 0.267075 0.237223 0.691417 0.46386 6.01726
121554 20697 0.266291 0.234365 0.688431 0.462559 6.02295
121555 21494 0.266134 0.235438 0.687727 0.460334 6.00935
121556 21865 0.268798 0.237749 0.691612 0.462506 6.00407
121557 20646 0.270325 0.238725 0.694592 0.465351 6.0527
121558 22879 0.269159 0.237474 0.688232 0.462727 5.99602
121559 20966 0.268554 0.237622 0.690012 0.462438 6.0001
121560 4017 0.264858 0.23483 0.694174 0.466415 6.13518
121561 21646 0.268528 0.236983 0.69235 0.463092 6.03146
121563 19471 0.26556 0.235719 0.689753 0.461611 6.02989
121565 18168 0.267076 0.236862 0.690424 0.461991 6.00908
121567 16393 0.267799 0.235582 0.689859 0.46328 6.00549
121568 15191 0.268408 0.238467 0.689401 0.462467 5.99756
121569 22044 0.268135 0.233983 0.687416 0.462155 6.01805
121574 8215 0.267058 0.233968 0.691835 0.464006 6.04614
121576 9924 0.305318 0.263673 0.629942 0.43381 4.75574
121579 4015 0.308975 0.26431 0.625896 0.430712 4.63188
121580 6619 0.303696 0.263663 0.630682 0.432766 4.75691
121581 12845 0.304448 0.261308 0.625454 0.431428 4.7065
121582 1781 0.288476 0.255018 0.616794 0.416942 4.7215
121585 10830 0.304873 0.261747 0.626691 0.432184 4.71468
121588 3779 0.305753 0.260123 0.632851 0.435685 4.79598
121590 2083 0.306995 0.25734 0.618717 0.429614 4.6529
121592 9724 0.305537 0.264798 0.631456 0.434734 4.73241
121593 12270 0.30253 0.260502 0.627162 0.43264 4.73798
121595 10693 0.302072 0.263396 0.621376 0.428038 4.68129
121608 5369 0.305769 0.265374 0.6305 0.435672 4.73775
121609 9492 0.304881 0.262474 0.62501 0.431285 4.6968
121623 2011 0.307442 0.265851 0.622584 0.430781 4.6907
121624 12583 0.304712 0.263661 0.630846 0.43356 4.75904
121626 17793 0.266561 0.237492 0.686873 0.45958 5.98376
121628 14889 0.26837 0.236779 0.689915 0.461356 6.01793
121631 17958 0.266348 0.237336 0.689926 0.461465 5.99276
121633 15646 0.27035 0.239796 0.689907 0.462918 5.99316
121636 15480 0.267183 0.237051 0.691795 0.46309 6.05252
