129006 2 5.0124 9826.27465622373 234.369118622407
129655 2 5.01273 19296.438240298 328.093038148445
127837 3 5.1793 1936.93721517258 128.046709508422
127219 2 5.0427 192.721166589249 145.722613877554
123223 3 5.1797 5253.20630792943 216.205917867965
128155 3 5.1791 4565.98082077004 196.568081309799
124995 1 4.7301 12635.3360497895 190.558098356237
123691 1 4.73003 21510.3077854787 246.20406390221
122730 3 5.1791 9973.58362863248 287.93300974896
127880 3 5.179 2798.06167399194 156.434153746015
122510 3 5.1795 11541.4400645657 316.430247187197
124856 1 4.7302 32302.8816952742 309.997844437449
121800 3 5.1795 8854.53964271726 271.623765928334
122737 3 5.1791 9873.37865143921 292.338638719273
122726 3 5.1791 6723.49777475747 256.351162438651
124701 1 4.7301 44942.9486332365 361.162422871415
130521 2 5.01265 15532.1986261994 293.854828617468
123499 1 4.72999 45143.5032252897 361.495408998623
129162 2 5.0123 7260.24959336901 211.42978103709
125257 1 4.7368 1926.30283188539 203.804147696531
128198 3 5.1792 8353.99390267712 261.947143621436
127893 3 5.1791 5249.63663253763 211.862441808948
122993 3 5.1769 2270.549964506 167.012188018484
123088 3 5.1791 13860.9123364787 338.856434200146
124153 1 4.73033 35050.3058088091 317.135484598415
128932 2 5.0124 4527.71393409275 161.21438563899
128144 3 5.1646 -75.7846739976211 210.053087144635
128377 3 5.178 8640.54988757671 265.260268166409
121414 3 5.1782 3678.1063640995 185.61509103493
124314 3 4.71677 -1e+20 -1
121751 3 5.1796 5252.09914509782 203.401337773859
124112 1 4.73023 16455.891672587 213.880407793751
122066 1 5.1648 -1e+20 -1
129728 1 4.99971 -1e+20 -1
127643 1 4.9987 -1e+20 -1
124202 1 4.73044 40799.4780638839 343.525365678459
130206 1 4.99975 -1e+20 -1
122526 3 5.1795 11425.7024573128 309.724840384246
125217 1 4.7304 37786.9171688999 327.33531017691
128821 2 5.014 5804.76813804378 193.003943967002
121531 3 5.1796 6061.68124710818 223.949364024374
130546 2 5.01274 16447.0511235198 300.625502860552
124533 1 4.73019 18792.6038549233 236.440924199869
123272 3 5.1796 9758.40919447386 288.777663961602
125226 1 4.7304 9806.75918244597 166.974733928168
124214 1 4.73041 46573.5437310249 371.753076048471
129680 1 4.99969 -1e+20 -1
129731 2 5.01262 11643.9323202381 247.427723704391
121952 3 5.1792 9191.90261821056 287.094330267947
130403 2 5.01246 19172.0976365461 330.527764417173
121728 3 5.1795 8734.54713488345 274.602378905614
129564 2 5.01225 19583.9873340222 335.134484668215
121768 3 5.1795 7646.59202231092 253.77997548152
123433 1 4.73016 34983.6833837394 317.69154685466
123623 1 4.73006 35750.6176958478 317.082549035868
