123369 0.990581 0.00115393
123370 0.99227 0.000962533
123378 0.992524 0.0011926
123380 0.991351 0.00115074
123382 0.993389 0.00106889
123565 0.987319 0.00194429
123566 0.992015 0.00101831
123567 0.990646 0.00108229
123568 0.991209 0.00103873
123569 0.990749 0.00110056
123570 0.99172 0.00100735
123591 0.992641 0.00136145
123592 0.992536 0.00120631
123767 0.99487 0.00132115
123768 0.99093 0.00125209
123771 0.992988 0.00100857
123772 0.991927 0.00108415
123773 0.991436 0.00110087
123774 0.991814 0.00109926
123775 0.994632 0.000977396
123793 0.991703 0.00200392
123794 0.992708 0.000737693
123796 0.992915 0.00131101
123800 0.990716 0.00103969
123803 0.991194 0.000999111
123809 0.991973 0.00115392
123810 0.991617 0.000963902
123811 0.991765 0.000953351
123812 0.990656 0.00101472
123813 0.99213 0.000936964
123814 0.993083 0.000861656
123815 0.99087 0.00102905
123816 0.991449 0.000996531
123817 0.991817 0.000960407
123818 0.990399 0.00105514
123820 0.992245 0.00100569
123938 0.99221 0.00114409
123939 0.993014 0.000891323
123941 0.991343 0.00154808
123944 0.99493 0.00122654
123951 0.993556 0.00160578
123952 0.990638 0.00109812
123953 0.991447 0.00109946
123955 0.991944 0.00101088
123956 0.992506 0.000955897
123958 0.992449 0.000996349
123959 0.993052 0.000917071
123960 0.989702 0.00110474
123961 0.992744 0.000903718
123962 0.993213 0.0009291
124113 0.993301 0.000995309
124114 0.993815 0.000855071
124115 0.992522 0.000931272
124117 0.990659 0.00219138
124121 0.993185 0.0012198
124123 0.993587 0.000878089
124125 0.995215 0.000745477
124126 0.994077 0.000880359
124127 0.994211 0.000816318
124128 0.994493 0.000818692
124129 0.99393 0.000847385
124132 0.994128 0.00112676
124134 0.992884 0.00129454
124137 0.992688 0.00091785
124138 0.994885 0.000760575
124139 0.994522 0.000788527
124140 0.993183 0.000899821
124141 0.993098 0.000911003
124299 0.994412 0.00135155
124300 0.994025 0.00102167
124301 0.994202 0.000950382
124302 0.994001 0.00094566
124309 0.989797 0.00118804
124311 0.994093 0.00186238
124312 0.99308 0.000921546
124313 0.993595 0.000876961
124314 0.994032 0.000858827
124315 0.993483 0.000918649
124318 0.994647 0.00106776
124319 0.994616 0.00081882
124321 0.993538 0.00101843
124322 0.992929 0.00105035
124323 0.99305 0.00230857
124324 0.993792 0.00101742
124326 0.99437 0.000846377
124454 0.994084 0.00101159
124456 0.996291 0.00130887
124458 0.989396 0.00292533
124462 0.996528 0.00155008
124464 0.994694 0.000836759
124465 0.994162 0.000877529
124466 0.994237 0.000886676
124467 0.992465 0.00102148
124469 0.995139 0.000900457
124472 0.993786 0.00117068
124473 0.995581 0.000818808
124475 0.992881 0.0009933
124477 0.993405 0.00120009
124644 0.991728 0.00125627
124645 0.991916 0.0010064
124647 0.994236 0.000920324
124648 0.994401 0.000861485
124650 0.993899 0.000887184
124651 0.994156 0.000849964
124652 0.993457 0.000904345
124655 0.991114 0.00145432
124657 0.993565 0.000889488
124658 0.993817 0.0009999
124659 0.994599 0.000841224
124660 0.990801 0.0011724
124663 0.993082 0.00162491
124665 0.99362 0.000948055
124667 0.992672 0.00129064
124668 0.994078 0.000852252
124807 0.996024 0.00125484
124808 0.994862 0.00100509
124809 0.994336 0.00141195
124810 0.992301 0.00175941
124812 0.995494 0.00098112
124814 0.992728 0.00126128
124816 0.993661 0.00137886
124820 0.99162 0.00196688
125158 0.994234 0.00114984
125159 0.994293 0.0008678
125163 0.996104 0.00158746
125166 0.991494 0.00119782
125168 0.992664 0.000976685
125169 0.992167 0.000998949
125170 0.993088 0.000946138
125171 0.993819 0.00205401
125175 0.994583 0.000843686
125176 0.993436 0.000916102
125177 0.992156 0.00102593
125178 0.992094 0.00102518
125297 0.994039 0.00121318
125315 0.992903 0.00089812
