124436	S	4.72908	17.63	0.27
124437	S	4.72910	17.88	0.27
124440	S	4.73865	4.62	0.08
124444	S	4.73672	4.84	0.09
124445	S	4.72759	10.42	0.16
124448	S	4.73467	6.33	0.11
124449	S	4.73260	12.16	0.17
124450	S	4.72902	17.63	0.21
124452	S	4.72670	6.83	0.10
124454	C	4.71675	3.51	0.06
124456	C	4.71674	3.65	0.10
124458	C	4.71677	3.51	0.12
124459	C	4.71677	3.67	0.06
124462	C	4.71677	3.82	0.13
124464	C	4.71688	3.56	0.05
124465	C	4.71685	3.66	0.05
124466	C	4.71682	3.58	0.05
124467	C	4.71679	3.62	0.05
124469	C	4.71682	3.62	0.06
124472	C	4.71685	3.64	0.07
124473	C	4.71679	3.55	0.05
124474	C	4.71681	3.55	0.05
124475	C	4.71685	3.52	0.05
124477	C	4.71681	3.44	0.06
124479	P	4.73006	20.08	0.35
124480	P	4.73006	20.23	0.16
124481	P	4.73009	20.16	0.15
124484	P	4.73011	19.91	0.17
124486	P	4.73011	19.94	0.16
124487	P	4.73011	20.70	0.56
124490	P	4.73012	20.13	0.24
124491	P	4.73011	19.95	0.18
124492	P	4.73019	20.07	0.16
124493	P	4.73017	19.89	0.16
124495	P	4.73017	20.06	0.16
124496	P	4.73016	19.87	0.16
124497	P	4.73016	19.97	0.17
124498	P	4.73016	19.85	0.16
124499	P	4.73012	19.81	0.16
124500	P	4.73013	20.19	0.16
124502	P	4.73017	19.95	0.16
124505	P	4.73013	19.58	0.18
124506	P	4.73014	20.03	0.29
124507	P	4.73014	20.01	0.14
124508	P	4.73014	19.90	0.14
124509	P	4.73029	20.00	0.14
124510	P	4.73028	20.04	0.26
124513	P	4.73029	19.75	0.16
124515	P	4.73032	19.80	0.14
124516	P	4.73027	20.11	0.14
124517	P	4.73027	19.90	0.14
124518	P	4.73028	19.66	0.17
124519	P	4.73027	20.04	0.25
124522	P	4.73012	20.06	0.42
124523	P	4.73015	20.08	0.25
124524	P	4.73017	19.97	0.22
124525	P	4.73019	20.02	0.24
124526	P	4.73019	20.08	0.24
124527	P	4.73017	20.07	0.20
