5.01063	8.04	0.12
5.01054	7.87	0.09
5.01057	7.84	0.09
5.01441	7.58	0.11
5.02658	3.55	0.07
5.00871	4.64	0.08
5.01593	5.95	0.09
5.02122	3.66	0.07
5.01057	7.80	0.10
5.0106 	7.93	0.09
5.01055	7.87	0.08
5.01447	8.33	0.08
5.01288	9.29	0.09
