129064	3.34	0.17
129065	3.41	0.04
129066	3.32	0.04
129069	3.25	0.09
129070	3.36	0.04
129071	3.35	0.04
129072	3.34	0.04
129073	3.40	0.04
129078	3.07	0.19
129080	3.23	0.05
