129535	5.01216
129536	5.01220
129538	5.01223
129539	5.01229
129540	5.01225
129541	5.01229
129542	5.01228
129543	5.01229
129544	5.01226
129545	5.01229
129549	5.01227
129550	5.01233
129551	5.01226
129552	5.01238
129553	5.01230
129555	5.01237
129556	5.01234
129557	5.01241
129558	5.01236
129559	5.01179
129560	5.01236
129561	5.01232
129563	5.01223
129564	5.01225
129565	5.01230
129566	5.01274
129567	5.01273
129568	5.01273
129570	5.01272
129572	5.01277
129573	5.01269
129574	5.01271
129575	5.01268
129576	5.01273
129578	5.01267
129579	5.01276
129580	5.01270
129582	5.01213
129590	5.01267
129591	5.01287
129592	5.01288
129593	5.01282
129596	5.01284
129597	5.01276
129598	5.01277
129599	5.01265
129600	5.01277
129601	5.01271
129603	5.01268
129604	5.01272
129605	5.01268
129610	5.01271
129611	5.01271
129616	5.01268
129617	5.01263
129618	5.01269
129619	5.01265
129620	5.01269
129621	5.01266
129622	5.01266
129623	5.01260
129626	5.01263
129629	5.01265
129630	5.01266
129631	5.01261
129632	5.01267
129633	5.01267
129635	5.01261
129637	5.01261
129638	5.01268
129641	5.01265
129643	5.01264
129644	5.01267
129645	5.01270
129646	5.01270
129647	5.01270
129648	5.01267
129649	5.01270
129651	5.01273
129652	5.01276
129653	5.01267
129654	5.01276
129655	5.01273
129656	5.01273
129659	5.01275
129660	5.01272
129666	5.01234
129667	4.99948
129668	4.99945
129672	4.99978
129673	4.99970
129674	4.99970
129675	4.99970
129676	4.99969
129677	4.99975
129678	4.99974
129680	4.99969
129681	4.99969
129682	4.99970
129683	4.99973
129685	4.99967
129687	4.99967
129689	4.99973
129691	4.99968
129692	4.99968
129693	4.99968
129707	4.99965
129708	4.99965
129709	4.99962
129710	4.99971
129711	4.99962
129712	4.99965
129713	4.99962
129714	4.99962
129715	4.99958
129716	4.99960
129718	4.99956
129719	4.99959
129722	4.99962
129723	4.99959
129724	4.99967
129725	4.99965
129727	4.99960
129728	4.99971
129730	4.99960
