126252	5.00163
126253	5.00164
126254	5.00156
126255	5.00156
126256	5.00156
126257	5.00162
126258	5.00162
126259	5.00162
126260	5.00163
126262	5.00157
126263	5.00109
126264	5.00160
126265	5.00158
126266	5.00160
126267	5.00163
126268	5.00160
126273	5.00262
126274	5.00352
126648	4.99854
126649	4.99860
126650	4.99855
126651	4.99860
126652	4.99863
126653	4.99856
126656	4.99864
126657	4.99862
126658	4.99863
126662	4.99862
126664	4.99861
126665	4.99853
126666	4.99864
126667	4.99859
126668	4.99856
126669	4.99860
126670	4.99867
126673	4.99862
