126832	3.32	0.05
126834	3.33	0.05
126835	3.25	0.05
126836	3.23	0.05
126837	3.32	0.05
126838	3.40	0.08
126839	3.32	0.05
126842	3.33	0.05
126845	3.36	0.06
126846	3.33	0.05
126847	3.33	0.05
126851	3.34	0.06
126853	3.28	0.05
126854	3.30	0.05
126855	3.35	0.05
126856	3.39	0.05
