1	3.16	0.07
2	3.19	0.10
3	3.30	0.08
4	3.41	0.09
5	3.22	0.08
6	3.23	0.06
7	3.36	0.06
8	3.27	0.09
9	3.33	0.06
10	3.37	0.09
11	3.47	0.13
12	3.27	0.05
13	3.31	0.04
14	3.63	0.18
15	3.24	0.05
16	3.14	0.09
17	3.32	0.28
18	3.45	0.15
19	3.07	0.20
20	3.34	0.15
21	3.41	0.06
22	3.33	0.05
23	3.33	0.05
24	3.25	0.05
25	3.23	0.05
26	3.29	0.06
27	3.41	0.05
28	3.29	0.05
29	3.33	0.05
30	3.35	0.05
31	3.28	0.05
32	3.41	0.05
33	3.34	0.05
34	3.28	0.06
35	3.32	0.05
36	3.33	0.05
37	3.25	0.05
38	3.23	0.05
39	3.32	0.05
40	3.40	0.08
41	3.32	0.05
42	3.33	0.05
43	3.36	0.06
44	3.33	0.05
45	3.33	0.05
46	3.34	0.06
47	3.28	0.05
48	3.30	0.05
49	3.35	0.05
50	3.39	0.05
51	3.24	0.05
52	3.29	0.05
53	3.32	0.05
54	3.36	0.05
55	3.36	0.04
56	3.34	0.05
57	3.27	0.04
58	3.24	0.05
59	3.21	0.13
60	3.29	0.06
61	3.32	0.05
62	3.36	0.16
63	3.37	0.07
64	3.29	0.04
65	3.35	0.05
66	3.37	0.09
67	3.32	0.08
68	3.34	0.04
69	3.24	0.04
70	3.30	0.04
71	3.24	0.04
72	3.27	0.05
73	3.33	0.05
74	3.30	0.04
75	3.32	0.05
76	3.23	0.05
77	3.44	0.21
78	3.29	0.04
79	3.29	0.05
80	3.27	0.06
81	3.29	0.04
82	3.23	0.04
83	3.28	0.07
84	3.29	0.04
85	3.26	0.05
86	3.12	0.15
87	3.34	0.04
88	3.34	0.05
89	3.23	0.04
90	3.27	0.04
91	3.30	0.04
92	3.31	0.04
93	3.32	0.04
94	3.28	0.04
95	3.23	0.04
96	3.27	0.25
97	3.30	0.05
98	3.43	0.06
99	3.17	0.24
100	3.34	0.07
101	3.28	0.05
102	3.29	0.05
103	3.25	0.04
104	3.30	0.04
105	3.23	0.04
106	3.36	0.04
107	3.24	0.04
108	3.31	0.07
109	3.56	0.22
110	3.28	0.23
111	3.23	0.13
112	3.30	0.04
113	3.33	0.04
114	3.31	0.05
115	3.44	0.17
116	3.46	0.08
117	3.17	0.10
