126776	S	5.01066	11979	20369	2187	7.75
126777	S	5.01063	11965	20304	2295	7.76
126778	S	5.01063	12393	21610	2373	7.56
126779	S	5.01061	11454	19407	2252	7.78
126780	S	5.02662	4237	15273	1703	3.66
126782	S	5.00871	6516	18493	2056	4.64
126783	S	5.01547	8430	18137	2101	6.12
126814	S	5.01548	7099	15408	1670	6.07
126815	S	5.02068	4662	15817	1812	3.88
126817	S	5.00676	4002	15244	1725	3.46
126821	S	5.01768	4046	12682	1360	4.20
126823	S	5.01073	11167	18918	2111	7.78
126824	S	5.01071	13271	22274	2524	7.85
126825	S	5.01074	12686	21450	2427	7.79
126831	P	5.01264	7110	9866	1099	9.50
126832	C	4.99876	5809	23051	2613	3.32
126834	C	4.99878	6388	25263	2763	3.33
126835	C	4.99878	6349	25720	2847	3.25
126836	C	4.99881	6082	24838	2775	3.23
126837	C	4.99883	5990	23743	2698	3.32
126838	C	4.99886	2509	9710	1102	3.40
126839	C	4.99885	5659	22451	2481	3.32
126842	C	4.99889	4678	18491	2173	3.33
126845	C	4.99886	4308	16916	1969	3.36
126846	C	4.99889	6450	25540	2816	3.33
126847	C	4.99883	6041	23918	2734	3.33
126851	C	4.99883	3798	14982	1713	3.34
126853	C	4.99880	6419	25762	2928	3.28
126854	C	4.99883	6525	26061	2961	3.30
126855	C	4.99884	6541	25707	2919	3.35
126856	C	4.99884	6527	25371	2863	3.39
126858	P	5.01259	18969	25933	2940	9.64
126859	P	5.01266	17419	24077	2792	9.53
126862	P	5.01266	11063	15890	1774	9.17
126866	P	5.01270	14279	19335	2216	9.73
126868	P	5.01267	18870	26416	2865	9.41
126869	P	5.01267	18785	26329	2789	9.40
126870	P	5.01266	18733	26075	2841	9.47
126871	P	5.01265	19350	27349	3086	9.32
126874	P	5.01268	16321	22609	2609	9.51
126875	P	5.01272	10463	14755	1584	9.34
126877	P	5.01269	4581	6367	704	9.48
126878	P	5.01269	19098	26741	2958	9.41
126879	P	5.01273	9600	13433	1442	9.42
126880	P	5.01274	5116	7268	787	9.27
126881	P	5.01271	18344	25626	2842	9.43
126882	P	5.01271	17265	23937	2574	9.50
126883	P	5.01274	17223	24144	2706	9.40
126890	P	5.01277	15945	22455	2487	9.36
126892	P	5.01290	18017	25365	2768	9.36
126893	P	5.01298	13427	18699	2100	9.46
126894	P	5.01300	3833	5502	636	9.18
126895	P	5.01303	20520	28986	3311	9.33
126906	P	5.01266	1438	1949	245	9.72
126907	P	5.01269	3720	5430	676	9.03
126909	P	5.01261	17948	24679	2734	9.58
126911	P	5.01257	20187	28168	3183	9.44
126912	P	5.01255	11892	16492	1833	9.50
126914	P	5.01260	21623	30025	3396	9.49
126915	P	5.01259	21793	30653	3286	9.37
