 NTRSGG:  4
      8 -0.1639E-02  0.2574E-03  0.4046E+01  0.4046E+01
      7  0.2986E-02  0.3040E-02 -0.4154E+01  0.4154E+01
    121  0.1532E+00  0.1362E+00 -0.3005E+00  0.1174E+01
    122 -0.1545E+00 -0.1395E+00  0.4094E+00  0.1207E+01
 NTRSGG:  4
      8  0.4327E-01 -0.2724E-01  0.1538E+01  0.1539E+01
      7  0.1152E-03  0.5073E-04 -0.4950E+01  0.4950E+01
    121  0.1010E+00  0.1497E-01  0.1899E+01  0.2205E+01
    122 -0.1443E+00  0.1222E-01  0.1513E+01  0.1886E+01
 NTRSGG:  4
      8 -0.5749E+00  0.5599E-01  0.2514E+01  0.2579E+01
      7  0.1432E-03 -0.5678E-03 -0.4586E+01  0.4586E+01
    121  0.3988E+00 -0.7107E+00  0.8220E+00  0.1608E+01
    122  0.1760E+00  0.6553E+00  0.1250E+01  0.1808E+01
 NTRSGG:  4
      8 -0.7060E-04  0.9649E-03  0.4713E+01  0.4713E+01
      7  0.2901E-02  0.5246E-01 -0.3104E+01  0.3104E+01
    121 -0.2124E-01 -0.1277E+00 -0.8944E+00  0.1436E+01
    122  0.1841E-01  0.7427E-01 -0.7148E+00  0.1327E+01
 NTRSGG:  4
      8  0.3614E-01 -0.3866E-02  0.4340E+01  0.4340E+01
      7  0.1034E-03 -0.4591E-02 -0.3801E+01  0.3801E+01
    121  0.3215E+00 -0.2171E+00 -0.3411E+00  0.1229E+01
    122 -0.3577E+00  0.2256E+00 -0.1972E+00  0.1209E+01
 NTRSGG:  4
      8 -0.1774E+00  0.5026E-01  0.4592E+01  0.4596E+01
      7 -0.5018E-01  0.3058E-01 -0.3300E+01  0.3300E+01
    121  0.2806E+00 -0.3497E+00 -0.6132E+00  0.1350E+01
    122 -0.5294E-01  0.2689E+00 -0.6788E+00  0.1334E+01
 NTRSGG:  4
      8 -0.1094E-04  0.3057E-03  0.4740E+01  0.4740E+01
      7 -0.3296E-02 -0.1373E-02 -0.2640E+01  0.2640E+01
    121  0.2217E+00  0.2105E+00 -0.5928E+00  0.1300E+01
    122 -0.2184E+00 -0.2094E+00 -0.1507E+01  0.1899E+01
 NTRSGG:  4
      8 -0.1403E-01 -0.1683E-01  0.3672E+01  0.3672E+01
      7 -0.1376E-01 -0.6438E-01 -0.4390E+01  0.4390E+01
    121  0.2457E+00 -0.2692E+00  0.6109E+00  0.1323E+01
    122 -0.2179E+00  0.3504E+00  0.1064E+00  0.1194E+01
 NTRSGG:  4
      8 -0.9435E-02  0.6265E-02  0.1754E+01  0.1754E+01
      7 -0.3996E-05  0.6991E-04 -0.4925E+01  0.4925E+01
    121 -0.1391E+00 -0.7299E-01  0.1825E+01  0.2144E+01
    122  0.1486E+00  0.6666E-01  0.1347E+01  0.1756E+01
 NTRSGG:  4
      8  0.5176E-04 -0.2399E-03  0.1520E+01  0.1520E+01
      7 -0.8816E-03 -0.6037E-04 -0.4866E+01  0.4866E+01
    121 -0.3478E+00  0.4213E+00  0.1286E+01  0.1788E+01
    122  0.3486E+00 -0.4210E+00  0.2061E+01  0.2406E+01
 NTRSGG:  4
      8  0.7687E-04 -0.5872E-03  0.4626E+01  0.4626E+01
      7  0.1603E-02  0.2235E-01 -0.2177E+01  0.2177E+01
    121  0.5742E+00  0.5490E+00 -0.6647E+00  0.1522E+01
    122 -0.5759E+00 -0.5708E+00 -0.1784E+01  0.2255E+01
 NTRSGG:  4
      8 -0.1764E+00  0.1967E+00  0.4270E+01  0.4278E+01
      7  0.1238E-01 -0.2449E-01 -0.3477E+01  0.3477E+01
    121  0.2258E+00  0.5288E+00 -0.8308E+00  0.1505E+01
    122 -0.6175E-01 -0.7010E+00  0.3842E-01  0.1320E+01
 NTRSGG:  4
      8 -0.6458E-03  0.1714E-02  0.3746E+01  0.3746E+01
      7 -0.2486E-01  0.7596E-01 -0.4477E+01  0.4478E+01
    121  0.6636E-01 -0.2245E-01  0.2886E+00  0.1154E+01
    122 -0.4086E-01 -0.5522E-01  0.4429E+00  0.1202E+01
 NTRSGG:  4
      8 -0.3851E-04  0.7252E-03  0.4531E+01  0.4531E+01
      7  0.1920E-01 -0.4513E-01 -0.2896E+01  0.2896E+01
    121  0.6332E+00 -0.1242E+00 -0.1246E+01  0.1793E+01
    122 -0.6524E+00  0.1686E+00 -0.3884E+00  0.1360E+01
 NTRSGG:  4
      8 -0.8342E-01  0.6801E-01  0.4081E+01  0.4083E+01
      7 -0.8701E-02  0.4457E-02 -0.4127E+01  0.4127E+01
    121  0.1984E-01 -0.4102E+00 -0.1023E+00  0.1193E+01
    122  0.7228E-01  0.3377E+00  0.1480E+00  0.1177E+01
 NTRSGG:  4
      8  0.2830E-01 -0.4768E-01  0.4654E+01  0.4654E+01
      7  0.1407E-04  0.1404E-03 -0.3072E+01  0.3072E+01
    121  0.3543E+00 -0.9356E-01 -0.9393E+00  0.1504E+01
    122 -0.3826E+00  0.1411E+00 -0.6423E+00  0.1350E+01
 NTRSGG:  4
      8  0.5866E-02  0.5291E-03  0.4991E+01  0.4991E+01
      7  0.9810E-02 -0.4678E-02 -0.4647E+00  0.4648E+00
    121 -0.3248E-01  0.4230E+00 -0.1967E+01  0.2301E+01
    122  0.1680E-01 -0.4188E+00 -0.2559E+01  0.2823E+01
 NTRSGG:  4
      8  0.3004E-02 -0.3146E-01  0.3733E+01  0.3733E+01
      7 -0.3267E-03  0.3454E-03 -0.4329E+01  0.4329E+01
    121 -0.3040E+00  0.3303E+00  0.4717E-01  0.1203E+01
    122  0.3014E+00 -0.2992E+00  0.5489E+00  0.1314E+01
 NTRSGG:  4
      8  0.2114E-03  0.4067E-03  0.4747E+01  0.4747E+01
      7 -0.2091E-02  0.1868E-02 -0.2713E+01  0.2713E+01
    121  0.8114E-01 -0.3714E+00 -0.8782E+00  0.1470E+01
    122 -0.7926E-01  0.3691E+00 -0.1156E+01  0.1650E+01
 NTRSGG:  4
      8 -0.4708E-02  0.2938E-02  0.4411E+01  0.4411E+01
      7  0.3240E-02 -0.3739E-02 -0.1553E+01  0.1553E+01
    121 -0.1593E-01 -0.1177E+01 -0.2458E+01  0.2945E+01
    122  0.1740E-01  0.1178E+01 -0.3998E+00  0.1671E+01
 NTRSGG:  4
      8 -0.2715E-02 -0.5092E-02  0.3615E+01  0.3615E+01
      7 -0.2021E-02  0.2054E-02 -0.3567E+01  0.3567E+01
    121 -0.4663E+00  0.1041E+01  0.5596E+00  0.1691E+01
    122  0.4710E+00 -0.1038E+01 -0.6072E+00  0.1707E+01
 NTRSGG:  4
      8  0.2923E-01  0.2841E-01  0.4533E+01  0.4533E+01
      7 -0.1048E-01  0.9182E-02 -0.3466E+01  0.3466E+01
    121 -0.3547E+00 -0.4765E-01 -0.6731E+00  0.1351E+01
    122  0.3359E+00  0.1006E-01 -0.3934E+00  0.1230E+01
 NTRSGG:  4
      8 -0.2303E-01  0.7341E-02  0.4408E+01  0.4408E+01
      7  0.2469E-02  0.1151E-01 -0.3400E+01  0.3400E+01
    121 -0.1472E+00 -0.3561E+00  0.6085E-01  0.1182E+01
    122  0.1677E+00  0.3372E+00 -0.1068E+01  0.1590E+01
 NTRSGG:  4
      8 -0.3353E-03 -0.4417E-03  0.4855E+01  0.4855E+01
      7 -0.5533E-01 -0.5851E-01 -0.1350E+01  0.1352E+01
    121 -0.4112E+00  0.1403E+00 -0.2593E+01  0.2856E+01
    122  0.4668E+00 -0.8131E-01 -0.9119E+00  0.1517E+01
 NTRSGG:  4
      8 -0.2622E+00 -0.9673E+00  0.4213E+01  0.4331E+01
      7 -0.7274E-02 -0.5648E-02 -0.3329E+01  0.3329E+01
    121  0.6077E+00  0.6338E-01 -0.6309E+00  0.1420E+01
    122 -0.3382E+00  0.9095E+00 -0.2529E+00  0.1500E+01
 NTRSGG:  4
      8 -0.1722E+00  0.2739E+00  0.4980E+01  0.4990E+01
      7  0.3336E-01  0.2663E-01 -0.6014E+00  0.6029E+00
    121  0.3862E+00 -0.1326E+00 -0.1745E+01  0.2111E+01
    122 -0.2473E+00 -0.1679E+00 -0.2633E+01  0.2876E+01
 NTRSGG:  4
      8  0.4850E-01 -0.4527E-01  0.4836E+01  0.4836E+01
      7  0.1897E-01  0.1620E-01 -0.2150E+01  0.2150E+01
    121 -0.2891E+00  0.3338E+00 -0.1523E+01  0.1939E+01
    122  0.2216E+00 -0.3047E+00 -0.1163E+01  0.1655E+01
 NTRSGG:  4
      8  0.1881E-01 -0.5693E-01  0.3626E+01  0.3627E+01
      7 -0.1136E-02 -0.3780E-02 -0.4428E+01  0.4428E+01
    121  0.9420E-01 -0.1723E+00  0.7884E+00  0.1380E+01
    122 -0.1119E+00  0.2331E+00  0.1286E-01  0.1145E+01
 NTRSGG:  4
      8 -0.3033E-01  0.6048E-01  0.4391E+01  0.4391E+01
      7 -0.2737E-03  0.2610E-04 -0.3189E+01  0.3189E+01
    121  0.4397E+00 -0.1548E+00  0.1258E+00  0.1216E+01
    122 -0.4091E+00  0.9430E-01 -0.1328E+01  0.1785E+01
 NTRSGG:  4
      8 -0.2285E-04 -0.8876E-04  0.4673E+01  0.4673E+01
      7  0.4180E-03  0.1785E-02 -0.2986E+01  0.2986E+01
    121  0.1476E+00 -0.3359E+00 -0.1096E+01  0.1607E+01
    122 -0.1480E+00  0.3342E+00 -0.5909E+00  0.1314E+01
 NTRSGG:  4
      8 -0.9298E-02  0.7471E-02  0.3540E+01  0.3540E+01
      7 -0.6785E-02  0.4201E-02 -0.4568E+01  0.4568E+01
    121 -0.1213E+00 -0.5088E-01  0.4878E+00  0.1225E+01
    122  0.1373E+00  0.3921E-01  0.5398E+00  0.1248E+01
 NTRSGG:  4
      8 -0.9525E-02  0.6725E-02  0.3781E+01  0.3781E+01
      7 -0.2339E-02  0.1816E-02 -0.4326E+01  0.4326E+01
    121  0.5456E-01  0.2103E+00 -0.1387E+00  0.1145E+01
    122 -0.4269E-01 -0.2188E+00  0.6843E+00  0.1328E+01
 NTRSGG:  4
      8  0.8830E-03  0.4200E-03  0.3999E+01  0.3999E+01
      7  0.2322E+00  0.1452E+00 -0.4203E+01  0.4212E+01
    121 -0.2778E+00  0.9505E-01  0.3783E+00  0.1214E+01
    122  0.4473E-01 -0.2406E+00 -0.1740E+00  0.1155E+01
 NTRSGG:  4
      8 -0.4011E-03  0.7399E-03  0.1780E+01  0.1780E+01
      7 -0.5073E-04 -0.1767E-03 -0.4892E+01  0.4892E+01
    121  0.2985E+00  0.2411E+00  0.1438E+01  0.1860E+01
    122 -0.2980E+00 -0.2417E+00  0.1675E+01  0.2049E+01
 NTRSGG:  4
      8  0.7906E-04  0.1516E-03  0.4896E+01  0.4896E+01
      7 -0.2525E-03 -0.2167E-03 -0.1439E+01  0.1439E+01
    121 -0.3935E+00  0.2961E+00 -0.2035E+01  0.2373E+01
    122  0.3937E+00 -0.2960E+00 -0.1421E+01  0.1873E+01
 NTRSGG:  4
      8 -0.9664E-01 -0.2061E+00  0.3356E+01  0.3364E+01
      7 -0.8519E-04 -0.2760E-03 -0.4578E+01  0.4578E+01
    121 -0.3639E-03 -0.1685E+00  0.8047E+00  0.1386E+01
    122  0.9709E-01  0.3749E+00  0.4167E+00  0.1252E+01
 NTRSGG:  4
      8  0.8745E-02  0.2876E-02  0.4184E+01  0.4184E+01
      7  0.1935E-02 -0.1454E-02 -0.4028E+01  0.4028E+01
    121  0.1730E+00 -0.2183E+00 -0.3456E+00  0.1201E+01
    122 -0.1837E+00  0.2169E+00  0.1899E+00  0.1167E+01
 NTRSGG:  4
      8 -0.5753E-02  0.1566E-02  0.4619E+00  0.4619E+00
      7  0.1305E-02  0.2666E-03 -0.5030E+01  0.5030E+01
    121  0.6739E-01 -0.2148E-01  0.2477E+01  0.2718E+01
    122 -0.6294E-01  0.1964E-01  0.2091E+01  0.2371E+01
 NTRSGG:  4
      8  0.1459E+00 -0.6676E-01  0.3973E+01  0.3977E+01
      7 -0.1512E+00 -0.3170E+00 -0.4196E+01  0.4210E+01
    121 -0.1904E+00  0.5038E+00  0.1934E+00  0.1254E+01
    122  0.1957E+00 -0.1200E+00  0.2878E-01  0.1139E+01
 NTRSGG:  4
      8  0.4895E-02 -0.4804E-01  0.4563E+01  0.4563E+01
      7 -0.7125E-01 -0.1115E+00 -0.3359E+01  0.3361E+01
    121 -0.2167E+00  0.3715E+00 -0.6331E+00  0.1353E+01
    122  0.2831E+00 -0.2120E+00 -0.5713E+00  0.1302E+01
 NTRSGG:  4
      8  0.3263E-01 -0.5470E-01  0.4761E+00  0.4803E+00
      7 -0.1212E-01 -0.7865E-01 -0.4957E+01  0.4957E+01
    121 -0.4288E+00  0.1350E+00  0.1431E+01  0.1869E+01
    122  0.4082E+00 -0.1635E-02  0.3050E+01  0.3273E+01
 NTRSGG:  4
      8 -0.1406E-02  0.4748E-03  0.4909E+01  0.4909E+01
      7  0.1733E+00  0.2175E+00 -0.1224E+01  0.1255E+01
    121  0.2749E+00 -0.1303E+00 -0.2343E+01  0.2613E+01
    122 -0.4468E+00 -0.8767E-01 -0.1342E+01  0.1804E+01
 NTRSGG:  4
      8  0.4564E-01 -0.4321E-02  0.3432E+01  0.3432E+01
      7  0.5203E-03  0.2485E-03 -0.4425E+01  0.4425E+01
    121  0.5207E+00 -0.2179E+00  0.3478E+00  0.1298E+01
    122 -0.5669E+00  0.2220E+00  0.6448E+00  0.1425E+01
 NTRSGG:  4
      8  0.8916E-03 -0.9040E-03  0.4341E+01  0.4341E+01
      7  0.2201E-02 -0.4115E-04 -0.3642E+01  0.3642E+01
    121  0.1372E-01 -0.5079E+00 -0.9312E-01  0.1229E+01
    122 -0.1681E-01  0.5088E+00 -0.6060E+00  0.1368E+01
