122766	S	5.17702	6680	14828	1660	5.56
122767	S	5.19034	4690	16855	1942	3.43
122768	S	5.17405	5099	18092	1995	3.48
122769	S	5.18205	7089	16602	1907	5.26
122770	S	5.17243	4302	16572	1873	3.20
122771	S	5.18476	191	534	69	4.41
122772	S	5.18490	4227	13890	1497	3.75
122773	S	5.18843	4473	15407	1781	3.58
122776	S	5.17679	5107	11647	1299	5.41
122777	S	5.18936	4309	15786	1811	3.37
122778	S	5.17335	4361	16297	1876	3.30
122779	S	5.18641	4546	16355	1827	3.42
122780	S	5.17528	1097	3521	400	3.85
122781	S	5.17527	4470	13293	1567	4.16
122783	C	5.16506	4295	16928	1960	3.13
122786	C	5.16508	3483	13080	1486	3.28
122787	C	5.16510	1924	7553	786	3.13
122789	C	5.16510	5088	19718	2212	3.18
122796	C	5.16505	6007	23275	2498	3.18
122797	C	5.16462	5246	20431	2300	3.17
122798	C	5.16510	5498	20816	2355	3.26
122799	C	5.16510	5687	21693	2464	3.23
122800	C	5.16513	5167	20095	2323	3.17
122801	C	5.16510	5258	20177	2302	3.21
122802	C	5.16510	6147	23559	2697	3.22
122803	C	5.16513	5844	22585	2594	3.19
122804	C	5.16513	5727	22862	2573	3.11
122805	C	5.16513	4902	19043	2175	3.19
122808	C	5.16513	1233	4743	569	3.23
122809	C	5.16513	3791	14971	1686	3.14
122810	C	5.16513	5185	20338	2311	3.14
122812	P	5.17901	14613	25833	2908	6.98
122813	P	5.17904	12687	22365	2497	7.00
122815	P	5.17905	14217	25226	2785	6.95
122816	P	5.17907	13297	23437	2744	7.00
122819	P	5.17907	6345	11004	1231	7.11
122820	P	5.17904	16197	28522	3274	7.01
122821	P	5.17906	14784	26141	3087	6.98
122823	P	5.17909	15900	27808	3215	7.05
122824	P	5.17907	16133	28715	3311	6.93
122825	P	5.17907	16229	28882	3339	6.93
122826	P	5.17905	15628	27900	3125	6.91
122827	P	5.17911	15350	27331	3086	6.93
122829	P	5.17907	9200	16282	1799	6.97
122830	P	5.17907	15791	27861	3135	6.99
122831	P	5.17905	15941	28513	3229	6.90
122832	P	5.17908	16017	28797	3237	6.86
122833	P	5.17933	16155	28882	3286	6.90
122835	P	5.17913	14182	25390	2803	6.89
122838	P	5.17907	6857	11846	1325	7.14
122841	P	5.17907	16149	28456	3168	7.00
122842	P	5.17908	19174	34139	3843	6.93
122843	P	5.17910	19542	34228	3855	7.04
122844	P	5.17907	18924	33402	3630	6.99
122845	P	5.17910	18794	33781	3738	6.86
122846	P	5.17910	18866	33840	3928	6.88
122847	P	5.17910	18069	31466	3520	7.08
122853	P	5.17890	6502	11596	1330	6.92
122855	P	5.17893	10199	18437	2037	6.82
122856	P	5.17895	1938	3592	383	6.66
122858	P	5.17898	17160	30517	3441	6.94
122859	P	5.17895	17817	31744	3618	6.92
122860	P	5.17900	17150	30648	3394	6.90
