126252	C	5.00163	3.16	0.07
126253	C	5.00164	3.19	0.10
126254	C	5.00156	3.30	0.08
126255	C	5.00156	3.41	0.09
126256	C	5.00156	3.22	0.08
126257	C	5.00162	3.23	0.06
126258	C	5.00162	3.36	0.06
126259	C	5.00162	3.27	0.09
126260	C	5.00163	3.33	0.06
126262	C	5.00157	3.37	0.09
126263	C	5.00109	3.47	0.13
126265	C	5.00158	3.27	0.05
126266	C	5.00160	3.31	0.04
126267	C	5.00163	3.63	0.18
126268	C	5.00160	3.24	0.05
126273	C	5.00262	3.14	0.09
126274	C	5.00352	3.32	0.28
126422	S	5.00866	4.43	0.26
126424	S	5.00861	4.18	0.26
126428	S	5.01559	5.67	0.36
126429	S	5.01062	7.43	0.09
126431	S	5.01065	7.43	0.09
126432	S	5.01061	7.60	0.09
126433	S	5.01063	7.57	0.09
126434	S	5.01063	7.39	0.09
126435	S	5.02665	3.63	0.05
126436	S	5.00858	4.44	0.06
126449	S	5.01534	6.22	0.10
126451	S	5.01535	6.25	0.14
126453	S	5.01538	6.44	0.19
126454	S	5.02062	3.79	0.08
126457	S	5.00653	3.15	0.24
126458	S	5.00656	3.85	0.18
126460	S	5.00655	3.34	0.07
126461	S	5.01756	4.19	0.06
126462	S	5.01067	7.69	0.17
126464	S	5.01071	7.69	0.11
126465	S	5.01063	7.58	0.10
126467	S	5.01065	7.51	0.13
126469	S	5.01264	9.74	0.12
126471	C	4.99863	3.35	0.06
126472	C	4.99867	3.27	0.05
126473	C	4.99875	3.29	0.05
126475	C	4.99874	3.25	0.06
126476	C	4.99874	3.46	0.09
126477	C	4.99875	3.45	0.05
126478	C	4.99877	3.39	0.05
126479	C	4.99875	3.32	0.05
126480	C	4.99874	3.34	0.05
126483	C	4.99877	3.27	0.05
126485	C	4.99877	3.27	0.05
126487	C	4.99877	3.24	0.05
126488	C	4.99876	3.30	0.05
126490	C	4.99876	3.34	0.05
126492	C	4.99877	3.38	0.05
126494	C	4.99877	3.31	0.06
126496	P	5.01258	9.67	0.18
126499	P	5.01261	9.50	0.28
126500	P	5.01261	10.04	0.48
126503	P	5.01271	10.03	0.22
126505	P	5.01255	9.44	0.12
126506	P	5.01256	9.77	0.15
126507	P	5.01265	9.53	0.15
126508	P	5.01266	9.53	0.09
126509	P	5.01274	9.58	0.10
126510	P	5.01275	9.59	0.09
126511	P	5.01272	9.59	0.17
126513	P	5.01275	9.44	0.16
126514	P	5.01280	9.36	0.09
126520	P	5.01285	9.78	0.20
126521	P	5.01285	9.67	0.22
126525	P	5.01280	9.27	0.53
126527	P	5.01283	9.50	0.12
126528	P	5.01280	9.92	0.25
126531	P	5.01283	9.36	0.26
126532	P	5.01285	9.31	0.09
126535	P	5.01289	9.89	0.27
126536	P	5.01291	9.24	0.09
126540	P	5.01286	9.41	0.08
126541	P	5.01286	9.40	0.09
126542	P	5.01286	9.49	0.17
126546	P	5.01286	9.29	0.24
126552	P	5.01286	9.46	0.09
126554	P	5.01288	9.50	0.08
126555	P	5.01288	9.40	0.08
126556	P	5.01283	9.62	0.08
126557	P	5.01283	9.46	0.08
126559	P	5.01281	9.51	0.09
126562	P	5.01289	9.36	0.09
126563	P	5.01290	9.48	0.08
126564	P	5.01291	9.66	0.12
126566	P	5.01290	9.62	0.26
126568	P	5.01286	9.35	0.08
126575	P	5.01294	9.36	0.08
126577	P	5.01288	9.39	0.08
126578	P	5.01285	9.45	0.09
126579	P	5.01289	9.40	0.11
126581	P	5.01288	9.44	0.10
126649	C	4.99860	3.45	0.15
126650	C	4.99855	3.07	0.20
126651	C	4.99860	3.34	0.15
126652	C	4.99863	3.41	0.06
126653	C	4.99856	3.33	0.05
126656	C	4.99864	3.33	0.05
126657	C	4.99862	3.25	0.05
126658	C	4.99863	3.23	0.05
126662	C	4.99862	3.29	0.06
126664	C	4.99861	3.41	0.05
126665	C	4.99853	3.29	0.05
126666	C	4.99864	3.33	0.05
126667	C	4.99859	3.35	0.05
126668	C	4.99856	3.28	0.05
126669	C	4.99860	3.41	0.05
126670	C	4.99867	3.34	0.05
126673	C	4.99862	3.28	0.06
