126252	C	5.00163	2430	10119	1122	3.16
126253	C	5.00164	1365	5639	631	3.19
126254	C	5.00156	2184	8728	965	3.30
126255	C	5.00156	1655	6395	734	3.41
126256	C	5.00156	1938	7934	900	3.22
126257	C	5.00162	3840	15649	1830	3.23
126258	C	5.00162	3382	13258	1505	3.36
126259	C	5.00162	1800	7261	788	3.27
126260	C	5.00163	4432	17529	2047	3.33
126262	C	5.00157	1722	6727	750	3.37
126263	C	5.00109	847	3212	351	3.47
126265	C	5.00158	5711	22995	2577	3.27
126266	C	5.00160	7437	29687	3368	3.31
126267	C	5.00163	547	1985	242	3.63
126268	C	5.00160	5999	24421	2792	3.24
126273	C	5.00262	1450	6087	671	3.14
126274	C	5.00352	171	679	87	3.32
126422	S	5.00866	380	1129	109	4.43
126424	S	5.00861	342	1078	126	4.18
126428	S	5.01559	350	813	98	5.67
126429	S	5.01062	11059	19605	2125	7.43
126431	S	5.01065	9805	17392	1977	7.43
126432	S	5.01061	11281	19553	2232	7.60
126433	S	5.01063	11807	20543	2369	7.57
126434	S	5.01063	11025	19667	2186	7.39
126435	S	5.02665	5682	20627	2327	3.63
126436	S	5.00858	6531	19365	2182	4.44
126449	S	5.01534	6306	13347	1521	6.22
126451	S	5.01535	3076	6487	774	6.25
126453	S	5.01538	1638	3350	354	6.44
126454	S	5.02062	3122	10846	1172	3.79
126457	S	5.00653	206	861	95	3.15
126458	S	5.00656	589	2018	224	3.85
126460	S	5.00655	3242	12802	1419	3.34
126461	S	5.01756	5927	18637	2112	4.19
126462	S	5.01067	3324	5693	652	7.69
126464	S	5.01071	7347	12586	1391	7.69
126465	S	5.01063	9642	16761	1843	7.58
126467	S	5.01065	5202	9128	984	7.51
126469	S	5.01264	10963	14836	1682	9.74
126471	C	4.99863	3727	14664	1654	3.35
126472	C	4.99867	5997	24135	2640	3.27
126473	C	4.99875	6074	24346	2785	3.29
126475	C	4.99874	3403	13815	1466	3.25
126476	C	4.99874	1881	7164	849	3.46
126477	C	4.99875	6419	24488	2778	3.45
126478	C	4.99877	6453	25081	2754	3.39
126479	C	4.99875	6069	24102	2635	3.32
126480	C	4.99874	5374	21218	2421	3.34
126483	C	4.99877	5309	21367	2429	3.27
126485	C	4.99877	6061	24422	2768	3.27
126487	C	4.99877	4759	19373	2210	3.24
126488	C	4.99876	5385	21475	2434	3.30
126490	C	4.99876	5949	23468	2661	3.34
126492	C	4.99877	6727	26249	2889	3.38
126494	C	4.99877	3320	13216	1464	3.31
126496	P	5.01258	5138	7002	827	9.67
126499	P	5.01261	1949	2704	300	9.50
126500	P	5.01261	775	1017	108	10.04
126503	P	5.01271	3791	4978	579	10.03
126505	P	5.01255	10310	14384	1611	9.44
126506	P	5.01256	7498	10111	1133	9.77
126507	P	5.01265	6652	9198	982	9.53
126508	P	5.01266	18815	26014	2872	9.53
126509	P	5.01274	16605	22828	2542	9.58
126510	P	5.01275	18127	24899	2741	9.59
126511	P	5.01272	5734	7877	860	9.59
126513	P	5.01275	5966	8327	888	9.44
126514	P	5.01280	18205	25616	2796	9.36
126520	P	5.01285	4350	5845	638	9.78
126521	P	5.01285	3488	4750	564	9.67
126525	P	5.01280	517	735	98	9.27
126527	P	5.01283	11680	16194	1838	9.50
126528	P	5.01280	2667	3542	427	9.92
126531	P	5.01283	2197	3093	356	9.36
126532	P	5.01285	19670	27839	3096	9.31
126535	P	5.01289	2380	3172	336	9.89
126536	P	5.01291	19218	27404	3039	9.24
126540	P	5.01286	21359	29910	3307	9.41
126541	P	5.01286	19895	27893	3010	9.40
126542	P	5.01286	5129	7124	811	9.49
126546	P	5.01286	2632	3732	444	9.29
126552	P	5.01286	21215	29556	3326	9.46
126554	P	5.01288	22915	31780	3590	9.50
126555	P	5.01288	22244	31167	3533	9.40
126556	P	5.01283	23073	31594	3596	9.62
126557	P	5.01283	21795	30340	3387	9.46
126559	P	5.01281	20909	28981	3287	9.51
126562	P	5.01289	19654	27656	3035	9.36
126563	P	5.01290	23095	32102	3705	9.48
126564	P	5.01291	12000	16373	1904	9.66
126566	P	5.01290	2374	3252	359	9.62
126568	P	5.01286	20728	29223	3238	9.35
126575	P	5.01294	21211	29842	3391	9.36
126577	P	5.01288	23017	32307	3590	9.39
126578	P	5.01285	18848	26288	2960	9.45
126579	P	5.01289	13550	18991	2076	9.40
126581	P	5.01288	16039	22383	2449	9.44
126649	C	4.99860	668	2548	292	3.45
126650	C	4.99855	291	1250	120	3.07
126651	C	4.99860	623	2458	277	3.34
126652	C	4.99863	4812	18580	2106	3.41
126653	C	4.99856	6171	24397	2782	3.33
126656	C	4.99864	6260	24805	2812	3.33
126657	C	4.99862	5914	23992	2751	3.25
126658	C	4.99863	4571	18661	1990	3.23
126662	C	4.99862	4259	17079	1887	3.29
126664	C	4.99861	6350	24549	2729	3.41
126665	C	4.99853	6072	24315	2734	3.29
126666	C	4.99864	6196	24527	2724	3.33
126667	C	4.99859	6427	25279	2882	3.35
126668	C	4.99856	6153	24694	2729	3.28
126669	C	4.99860	6317	24403	2778	3.41
126670	C	4.99867	6079	23957	2673	3.34
126673	C	4.99862	4311	17319	1892	3.28
