122063	S	5.18931	585	2116	224	3.41
122064	S	5.16473	1545	5770	621	3.30
122066	S	5.16477	1364	5205	583	3.23
122069	S	5.18937	3391	11859	1297	3.53
122070	S	5.17333	4755	16931	1916	3.46
122071	S	5.18642	5236	17415	1920	3.71
122072	S	5.17539	5310	16946	1960	3.87
122073	S	5.18141	9088	18374	2005	6.10
122074	S	5.18334	6623	17322	1955	4.72
122076	S	5.17728	7600	17481	1927	5.37
122077	S	5.18141	6837	13494	1537	6.25
122079	P	5.17939	13974	24688	2799	6.98
122080	C	5.16473	5146	19288	2171	3.29
122081	C	5.16476	5663	21655	2455	3.23
122083	C	5.16479	3711	14320	1713	3.20
122085	C	5.16476	3388	13174	1515	3.17
122090	C	5.16476	376	1385	156	3.35
122091	C	5.16477	5487	20686	2316	3.27
122092	P	5.17939	10612	18941	2182	6.91
122093	P	5.17943	7685	13754	1519	6.89
122094	P	5.17946	8798	15344	1715	7.07
122097	P	5.17939	8943	16121	1831	6.84
122098	P	5.17945	10839	19297	2236	6.93
122099	P	5.17942	13529	24133	2685	6.92
122100	P	5.17946	1114	2116	236	6.49
122101	P	5.17946	13577	23909	2705	7.01
122102	P	5.17945	13898	24700	2835	6.94
122104	P	5.17948	299	604	54	6.11
122105	P	5.17948	11457	20645	2448	6.85
122108	P	5.17949	1732	3202	337	6.67
122109	P	5.17952	7364	13339	1460	6.81
122117	P	5.17947	12826	22991	2563	6.88
122123	P	5.17952	13297	23479	2535	6.99
122124	P	5.17952	14069	24628	2727	7.05
122125	P	5.17951	14753	25905	3067	7.03
122126	P	5.17954	13900	24869	2710	6.90
122127	P	5.17951	14482	25677	2944	6.96
122128	P	5.17954	14787	25988	2864	7.02
122129	P	5.17952	14336	25296	2738	6.99
122132	P	5.17953	11667	20459	2296	7.04
122133	P	5.17956	14363	26032	2941	6.81
122134	P	5.17953	3452	5977	673	7.12
122136	P	5.17943	13791	24311	2781	7.00
122137	P	5.17948	12899	22896	2595	6.95
122138	P	5.17949	11870	21757	2369	6.73
122139	P	5.17952	13390	23594	2686	7.00
122141	P	5.17955	14618	26200	2883	6.88
122142	P	5.17954	15861	28098	3176	6.96
122143	P	5.17951	15435	27302	3021	6.97
122145	P	5.17954	1361	2616	303	6.42
122146	P	5.17957	14077	25251	2776	6.88
122147	P	5.17951	11488	20453	2265	6.93
