122063	S	5.18931	3.48	0.28
122064	S	5.16473	3.17	0.16
122066	S	5.16477	3.04	0.17
122069	S	5.18937	3.55	0.11
122070	S	5.17333	3.38	0.10
122071	S	5.18642	3.65	0.10
122072	S	5.17539	3.77	0.11
122073	S	5.18141	6.02	0.15
122074	S	5.18334	4.44	0.12
122076	S	5.17728	5.27	0.14
122077	S	5.18141	5.92	0.18
122079	P	5.17939	6.76	0.14
122080	C	5.16473	3.15	0.08
122081	C	5.16476	3.05	0.08
122082	C	5.16476	3.31	0.37
122083	C	5.16479	3.16	0.09
122085	C	5.16476	3.10	0.09
122086	C	5.16476	3.09	0.09
122090	C	5.16476	3.60	0.41
122091	C	5.16477	3.17	0.08
122092	P	5.17939	6.71	0.14
122093	P	5.17943	6.67	0.15
122094	P	5.17946	7.04	0.18
122097	P	5.17939	6.59	0.17
122098	P	5.17945	6.78	0.16
122099	P	5.17942	6.66	0.15
122100	P	5.17946	7.57	0.68
122101	P	5.17946	6.69	0.14
122102	P	5.17945	6.69	0.14
122104	P	5.17948	6.67	0.83
122105	P	5.17948	6.48	0.15
122108	P	5.17949	6.45	0.46
122109	P	5.17952	6.51	0.18
122111	P	5.17949	6.47	0.16
122112	P	5.17949	6.75	0.14
122114	P	5.17948	6.97	0.33
122116	P	5.17947	7.36	0.28
122117	P	5.17947	6.51	0.14
122118	P	5.17947	6.45	0.16
122123	P	5.17952	6.66	0.14
122124	P	5.17952	6.86	0.15
122125	P	5.17951	6.78	0.14
122126	P	5.17954	6.69	0.14
122127	P	5.17951	6.62	0.14
122128	P	5.17954	6.84	0.14
122129	P	5.17952	6.86	0.14
122132	P	5.17953	6.77	0.16
122133	P	5.17956	6.35	0.13
122134	P	5.17953	7.37	0.35
122135	P	5.17979	7.27	0.34
122136	P	5.17943	6.63	0.14
122137	P	5.17948	6.59	0.14
122138	P	5.17949	6.49	0.14
122139	P	5.17952	6.73	0.14
122142	P	5.17954	6.72	0.13
122143	P	5.17951	6.59	0.14
122145	P	5.17954	6.72	0.48
122146	P	5.17957	6.64	0.14
122147	P	5.17951	6.89	0.17
